name_dept,cod_dept,name_municipio,cod_municipio
Boyaca,15,Socota,15755
Boyaca,15,Socha,15757
Boyaca,15,Sogamoso,15759
Boyaca,15,Somondoco,15761
Boyaca,15,Sora,15762
Boyaca,15,Sotaquira,15763
Boyaca,15,Soraca,15764
Boyaca,15,Susacon,15774
Boyaca,15,Sutamarchan,15776
Boyaca,15,Sutatenza,15778
Boyaca,15,Tasco,15790
Boyaca,15,Tenza,15798
Cauca,19,Caloto,19142
Boyaca,15,Tibana,15804
Boyaca,15,Tibasosa,15806
Boyaca,15,Tinjaca,15808
Boyaca,15,Tipacoque,15810
Boyaca,15,Toca,15814
Boyaca,15,Togüi,15816
Boyaca,15,Topaga,15820
Boyaca,15,Tota,15822
Boyaca,15,Tunungua,15832
Boyaca,15,Turmeque,15835
Boyaca,15,Tuta,15837
Boyaca,15,Tutaza,15839
Boyaca,15,Umbita,15842
Boyaca,15,Ventaquemada,15861
Boyaca,15,Viracacha,15879
Boyaca,15,Zetaquira,15897
Caldas,17,Manizales,17001
Caldas,17,Aguadas,17013
Caldas,17,Anserma,17042
Caldas,17,Aranzazu,17050
Caldas,17,Belalcazar,17088
Caldas,17,Chinchina,17174
Caldas,17,Filadelfia,17272
Caldas,17,La Dorada,17380
Caldas,17,La Merced,17388
Caldas,17,Manzanares,17433
Caldas,17,Marmato,17442
Caldas,17,Marquetalia,17444
Caldas,17,Marulanda,17446
Caldas,17,Neira,17486
Caldas,17,Norcasia,17495
Caldas,17,Pacora,17513
Choco,27,Certegui,27160
Caldas,17,Palestina,17524
Caldas,17,Pensilvania,17541
Caldas,17,Riosucio,17614
Caldas,17,Risaralda,17616
Caldas,17,Salamina,17653
Caldas,17,Samana,17662
Caldas,17,San Jose,17665
Caldas,17,Supia,17777
Caldas,17,Victoria,17867
Caldas,17,Villamaria,17873
Caldas,17,Viterbo,17877
Caqueta,18,Florencia,18001
Caqueta,18,Albania,18029
Caqueta,18,Belen de los Andaquies,18094
Caqueta,18,Cartagena del Chaira,18150
Caqueta,18,Curillo,18205
Caqueta,18,El Doncello,18247
Caqueta,18,El Paujil,18256
Caqueta,18,La Montanita,18410
Caqueta,18,Milan,18460
Amazonas,91,Puerto Alegria,91530
Caqueta,18,Morelia,18479
Caqueta,18,Puerto Rico,18592
Caqueta,18,San Jose del Fragua,18610
Caqueta,18,San Vicente del Caguan,18753
Caqueta,18,Solano,18756
Caqueta,18,Solita,18785
Caqueta,18,Valparaiso,18860
Cauca,19,Popayan,19001
Cauca,19,Almaguer,19022
Cauca,19,Argelia,19050
Cauca,19,Balboa,19075
Cauca,19,Bolivar,19100
Cauca,19,Buenos Aires,19110
Cauca,19,Cajibio,19130
Cauca,19,Caldono,19137
Cauca,19,Corinto,19212
Cauca,19,El Tambo,19256
Cauca,19,Florencia,19290
Cauca,19,Guachene,19300
Cauca,19,Guapi,19318
Cauca,19,Inza,19355
Cauca,19,Jambalo,19364
Cauca,19,La Sierra,19392
Cauca,19,La Vega,19397
Cauca,19,Lopez,19418
Cauca,19,Mercaderes,19450
Cauca,19,Miranda,19455
Cauca,19,Morales,19473
Cauca,19,Padilla,19513
Cauca,19,Paez,19517
Cauca,19,Patia,19532
Cauca,19,Piamonte,19533
Cauca,19,Piendamo,19548
Cauca,19,Puerto Tejada,19573
Cauca,19,Purace,19585
Cauca,19,Rosas,19622
Cauca,19,San Sebastian,19693
Cauca,19,Santander de Quilichao,19698
Cauca,19,Santa Rosa,19701
Cauca,19,Silvia,19743
Cauca,19,Sotara,19760
Cauca,19,Suarez,19780
Cauca,19,Sucre,19785
Cauca,19,Timbio,19807
Cauca,19,Timbiqui,19809
Cauca,19,Toribio,19821
Cauca,19,Totoro,19824
Cauca,19,Villa Rica,19845
Cesar,20,Valledupar,20001
Cesar,20,Aguachica,20011
Cesar,20,Agustin Codazzi,20013
Cesar,20,Astrea,20032
Cesar,20,Becerril,20045
Cesar,20,Bosconia,20060
Cesar,20,Chimichagua,20175
Cesar,20,Chiriguana,20178
Cesar,20,Curumani,20228
Cesar,20,El Copey,20238
Cesar,20,El Paso,20250
Cesar,20,Gamarra,20295
Cesar,20,Gonzalez,20310
Cesar,20,La Gloria,20383
Cesar,20,La Jagua de Ibirico,20400
Cesar,20,Manaure,20443
Cesar,20,Pailitas,20517
Cesar,20,Pelaya,20550
Cesar,20,Pueblo Bello,20570
Cesar,20,Rio de Oro,20614
Cesar,20,La Paz,20621
Cesar,20,San Alberto,20710
Cesar,20,San Diego,20750
Cesar,20,San Martin,20770
Cesar,20,Tamalameque,20787
Cordoba,23,Monteria,23001
Cordoba,23,Ayapel,23068
Cordoba,23,Buenavista,23079
Cordoba,23,Canalete,23090
Cordoba,23,Cerete,23162
Cordoba,23,Chima,23168
Cordoba,23,Chinu,23182
Cordoba,23,Cienaga de Oro,23189
Cordoba,23,Cotorra,23300
La Guajira,44,La Jagua del Pilar,44420
Cordoba,23,La Apartada,23350
Cordoba,23,Lorica,23417
Cordoba,23,Los Cordobas,23419
Cordoba,23,Momil,23464
Cordoba,23,Montelibano,23466
Cordoba,23,Monitos,23500
Cordoba,23,Planeta Rica,23555
Cordoba,23,Pueblo Nuevo,23570
Cordoba,23,Puerto Escondido,23574
Cordoba,23,Puerto Libertador,23580
Cordoba,23,Purisima,23586
Cordoba,23,Sahagun,23660
Cordoba,23,San Andres Sotavento,23670
Cordoba,23,San Antero,23672
Cordoba,23,San Bernardo del Viento,23675
Cordoba,23,San Carlos,23678
Cordoba,23,San Jose de Ure,23682
Cordoba,23,San Pelayo,23686
Cordoba,23,Tierralta,23807
Cordoba,23,Tuchin,23815
Cordoba,23,Valencia,23855
Cundinamarca,25,Agua de Dios,25001
Cundinamarca,25,Alban,25019
Cundinamarca,25,Anapoima,25035
Cundinamarca,25,Anolaima,25040
Cundinamarca,25,Arbelaez,25053
Cundinamarca,25,Beltran,25086
Cundinamarca,25,Bituima,25095
Cundinamarca,25,Bojaca,25099
Cundinamarca,25,Cabrera,25120
Cundinamarca,25,Cachipay,25123
Cundinamarca,25,Cajica,25126
Cundinamarca,25,Caparrapi,25148
Cundinamarca,25,Caqueza,25151
Cundinamarca,25,Carmen de Carupa,25154
Cundinamarca,25,Chaguani,25168
Cundinamarca,25,Chia,25175
Cundinamarca,25,Chipaque,25178
Cundinamarca,25,Choachi,25181
Cundinamarca,25,Choconta,25183
Cundinamarca,25,Cogua,25200
Cundinamarca,25,Cota,25214
Cundinamarca,25,Cucunuba,25224
Cundinamarca,25,El Colegio,25245
Cundinamarca,25,El Peñon,25258
Cundinamarca,25,El Rosal,25260
Cundinamarca,25,Facatativa,25269
Cundinamarca,25,Fomeque,25279
Cundinamarca,25,Fosca,25281
Cundinamarca,25,Funza,25286
Cundinamarca,25,Fuquene,25288
Cundinamarca,25,Fusagasuga,25290
Cundinamarca,25,Gachala,25293
Cundinamarca,25,Gachancipa,25295
Cundinamarca,25,Gacheta,25297
Cundinamarca,25,Gama,25299
Cundinamarca,25,Girardot,25307
Cundinamarca,25,Granada,25312
Cundinamarca,25,Guacheta,25317
Cundinamarca,25,Guaduas,25320
Cundinamarca,25,Guasca,25322
Cundinamarca,25,Guataqui,25324
Cundinamarca,25,Guatavita,25326
Cundinamarca,25,Guayabal de Siquima,25328
Cundinamarca,25,Guayabetal,25335
Cundinamarca,25,Gutierrez,25339
Cundinamarca,25,Jerusalen,25368
Cundinamarca,25,Junin,25372
Cundinamarca,25,La Calera,25377
Cundinamarca,25,La Mesa,25386
Cundinamarca,25,La Palma,25394
Cundinamarca,25,La Pena,25398
Cundinamarca,25,La Vega,25402
Cundinamarca,25,Lenguazaque,25407
Cundinamarca,25,Macheta,25426
Cundinamarca,25,Madrid,25430
Cundinamarca,25,Manta,25436
Cundinamarca,25,Medina,25438
Cundinamarca,25,Mosquera,25473
Cundinamarca,25,Narino,25483
Cundinamarca,25,Nemocon,25486
Cundinamarca,25,Nilo,25488
Cundinamarca,25,Nimaima,25489
Cundinamarca,25,Nocaima,25491
Cundinamarca,25,Venecia,25506
Cundinamarca,25,Pacho,25513
Cundinamarca,25,Paime,25518
Cundinamarca,25,Pandi,25524
Cundinamarca,25,Paratebueno,25530
Cundinamarca,25,Pasca,25535
Cundinamarca,25,Puerto Salgar,25572
Cundinamarca,25,Puli,25580
Cundinamarca,25,Quebradanegra,25592
Cundinamarca,25,Quetame,25594
Cundinamarca,25,Quipile,25596
Cundinamarca,25,Apulo,25599
Cundinamarca,25,Ricaurte,25612
Cundinamarca,25,San Antonio del Tequendama,25645
Cundinamarca,25,San Bernardo,25649
Cundinamarca,25,San Cayetano,25653
Cundinamarca,25,San Francisco,25658
Cundinamarca,25,San Juan de Rio Seco,25662
Cundinamarca,25,Sasaima,25718
Cundinamarca,25,Sesquile,25736
Cundinamarca,25,Sibate,25740
Narino,52,Francisco Pizarro,52520
Cundinamarca,25,Silvania,25743
Cundinamarca,25,Simijaca,25745
Cundinamarca,25,Soacha,25754
Cundinamarca,25,Sopo,25758
Cundinamarca,25,Subachoque,25769
Cundinamarca,25,Suesca,25772
Cundinamarca,25,Supata,25777
Cundinamarca,25,Susa,25779
Cundinamarca,25,Sutatausa,25781
Cundinamarca,25,Tabio,25785
Cundinamarca,25,Tausa,25793
Cundinamarca,25,Tena,25797
Cundinamarca,25,Tenjo,25799
Cundinamarca,25,Tibacuy,25805
Cundinamarca,25,Tibirita,25807
Cundinamarca,25,Tocaima,25815
Cundinamarca,25,Tocancipa,25817
Cundinamarca,25,Topaipi,25823
Cundinamarca,25,Ubala,25839
Cundinamarca,25,Ubaque,25841
Cundinamarca,25,Villa de San Diego de Ubate,25843
Cundinamarca,25,Une,25845
Cundinamarca,25,Utica,25851
Cundinamarca,25,Vergara,25862
Cundinamarca,25,Viani,25867
Cundinamarca,25,Villagomez,25871
Cundinamarca,25,Villapinzon,25873
Cundinamarca,25,Villeta,25875
Cundinamarca,25,Viota,25878
Cundinamarca,25,Yacopi,25885
Cundinamarca,25,Zipacon,25898
Cundinamarca,25,Zipaquira,25899
Choco,27,Quibdo,27001
Choco,27,Acandi,27006
Choco,27,Alto Baudo,27025
Choco,27,Atrato,27050
Choco,27,Bagado,27073
Choco,27,Bahia Solano,27075
Choco,27,Bajo Baudo,27077
Choco,27,Bojaya,27099
Choco,27,El Canton del San Pablo,27135
Choco,27,Carmen del Darien,27150
Choco,27,Condoto,27205
Choco,27,El Carmen de Atrato,27245
Choco,27,El Litoral del San Juan,27250
Choco,27,Istmina,27361
Choco,27,Jurado,27372
Choco,27,Lloro,27413
Choco,27,Medio Atrato,27425
Choco,27,Medio Baudo,27430
Choco,27,Medio San Juan,27450
Choco,27,Novita,27491
Choco,27,Nuqui,27495
Choco,27,Rio Iro,27580
Choco,27,Rio Quito,27600
Choco,27,Riosucio,27615
Choco,27,San Jose del Palmar,27660
Choco,27,Sipi,27745
Choco,27,Tado,27787
Choco,27,Unguia,27800
Choco,27,Union Panamericana,27810
Huila,41,Neiva,41001
Huila,41,Acevedo,41006
Huila,41,Agrado,41013
Huila,41,Aipe,41016
Huila,41,Algeciras,41020
Huila,41,Altamira,41026
Huila,41,Baraya,41078
Huila,41,Campoalegre,41132
Huila,41,Colombia,41206
Huila,41,Elias,41244
Huila,41,Garzon,41298
Huila,41,Gigante,41306
Huila,41,Guadalupe,41319
Huila,41,Hobo,41349
Huila,41,Iquira,41357
Huila,41,Isnos,41359
Huila,41,La Argentina,41378
Huila,41,La Plata,41396
Huila,41,Nataga,41483
Huila,41,Oporapa,41503
Huila,41,Paicol,41518
Huila,41,Palermo,41524
Huila,41,Palestina,41530
Huila,41,Pital,41548
Huila,41,Pitalito,41551
Huila,41,Rivera,41615
Huila,41,Saladoblanco,41660
Huila,41,San Agustin,41668
Huila,41,Santa Maria,41676
Huila,41,Suaza,41770
Huila,41,Tarqui,41791
Huila,41,Tesalia,41797
Huila,41,Tello,41799
Huila,41,Teruel,41801
Huila,41,Timana,41807
Huila,41,Villavieja,41872
Huila,41,Yaguara,41885
La Guajira,44,Riohacha,44001
La Guajira,44,Albania,44035
La Guajira,44,Barrancas,44078
La Guajira,44,Dibulla,44090
La Guajira,44,Distraccion,44098
La Guajira,44,El Molino,44110
La Guajira,44,Fonseca,44279
La Guajira,44,Hatonuevo,44378
La Guajira,44,Maicao,44430
La Guajira,44,Manaure,44560
La Guajira,44,San Juan del Cesar,44650
La Guajira,44,Uribia,44847
La Guajira,44,Urumita,44855
La Guajira,44,Villanueva,44874
Magdalena,47,Santa Marta,47001
Magdalena,47,Algarrobo,47030
Magdalena,47,Aracataca,47053
Magdalena,47,Ariguani,47058
Magdalena,47,Cerro San Antonio,47161
Magdalena,47,Chibolo,47170
Magdalena,47,Cienaga,47189
Magdalena,47,Concordia,47205
Magdalena,47,El Banco,47245
Magdalena,47,El Pinon,47258
Magdalena,47,El Reten,47268
Magdalena,47,Fundacion,47288
Magdalena,47,Guamal,47318
Magdalena,47,Nueva Granada,47460
Magdalena,47,Pedraza,47541
Magdalena,47,Pijino del Carmen,47545
Magdalena,47,Pivijay,47551
Magdalena,47,Plato,47555
Magdalena,47,Puebloviejo,47570
Magdalena,47,Remolino,47605
Magdalena,47,Sabanas de San Angel,47660
Magdalena,47,Salamina,47675
Magdalena,47,San Sebastian de Buenavista,47692
Magdalena,47,San Zenon,47703
Magdalena,47,Santa Ana,47707
Magdalena,47,Santa Barbara de Pinto,47720
Magdalena,47,Sitionuevo,47745
Magdalena,47,Tenerife,47798
Magdalena,47,Zapayan,47960
Magdalena,47,Zona Bananera,47980
Meta,50,Villavicencio,50001
Meta,50,Acacias,50006
Meta,50,Barranca de Upia,50110
Meta,50,Cabuyaro,50124
Meta,50,Castilla la Nueva,50150
Norte de Santander,54,Lourdes,54418
Meta,50,Cubarral,50223
Meta,50,Cumaral,50226
Meta,50,El Calvario,50245
Meta,50,El Castillo,50251
Meta,50,El Dorado,50270
Meta,50,Fuente de Oro,50287
Meta,50,Granada,50313
Meta,50,Guamal,50318
Meta,50,Mapiripan,50325
Meta,50,Mesetas,50330
Meta,50,La Macarena,50350
Meta,50,Uribe,50370
Meta,50,Lejanias,50400
Meta,50,Puerto Concordia,50450
Meta,50,Puerto Gaitan,50568
Meta,50,Puerto Lopez,50573
Meta,50,Puerto Lleras,50577
Meta,50,Puerto Rico,50590
Meta,50,Restrepo,50606
Meta,50,San Carlos de Guaroa,50680
Meta,50,San Juan de Arama,50683
Meta,50,San Juanito,50686
Meta,50,San Martin,50689
Meta,50,Vistahermosa,50711
Narino,52,Pasto,52001
Narino,52,Alban,52019
Narino,52,Aldana,52022
Narino,52,Ancuya,52036
Narino,52,Arboleda,52051
Narino,52,Barbacoas,52079
Narino,52,Belen,52083
Narino,52,Buesaco,52110
Narino,52,Colon,52203
Narino,52,Consaca,52207
Narino,52,Contadero,52210
Narino,52,Cordoba,52215
Narino,52,Cuaspud,52224
Narino,52,Cumbal,52227
Narino,52,Cumbitara,52233
Narino,52,Chachagüi,52240
Narino,52,El Charco,52250
Narino,52,El Penol,52254
Narino,52,El Rosario,52256
Narino,52,El Tablon de Gomez,52258
Narino,52,El Tambo,52260
Narino,52,Funes,52287
Narino,52,Guachucal,52317
Narino,52,Guaitarilla,52320
Narino,52,Gualmatan,52323
Narino,52,Iles,52352
Narino,52,Imues,52354
Narino,52,Ipiales,52356
Narino,52,La Cruz,52378
Narino,52,La Florida,52381
Narino,52,La Llanada,52385
Narino,52,La Tola,52390
Narino,52,La Union,52399
Narino,52,Leiva,52405
Narino,52,Linares,52411
Narino,52,Los Andes,52418
Narino,52,Magüi,52427
Narino,52,Mallama,52435
Narino,52,Mosquera,52473
Narino,52,Narino,52480
Narino,52,Olaya Herrera,52490
Narino,52,Ospina,52506
Narino,52,Policarpa,52540
Narino,52,Potosi,52560
Narino,52,Providencia,52565
Narino,52,Puerres,52573
Narino,52,Pupiales,52585
Narino,52,Ricaurte,52612
Narino,52,Roberto Payan,52621
Narino,52,Samaniego,52678
Narino,52,Sandona,52683
Narino,52,San Bernardo,52685
Narino,52,San Lorenzo,52687
Narino,52,San Pablo,52693
Narino,52,San Pedro de Cartago,52694
Narino,52,Santa Barbara,52696
Narino,52,Santacruz,52699
Narino,52,Sapuyes,52720
Narino,52,Taminango,52786
Narino,52,Tangua,52788
Narino,52,San Andres de Tumaco,52835
Narino,52,Tuquerres,52838
Narino,52,Yacuanquer,52885
Norte de Santander,54,Cucuta,54001
Norte de Santander,54,Abrego,54003
Norte de Santander,54,Arboledas,54051
Norte de Santander,54,Bochalema,54099
Norte de Santander,54,Bucarasica,54109
Norte de Santander,54,Cacota,54125
Norte de Santander,54,Cachira,54128
Norte de Santander,54,Chinacota,54172
Norte de Santander,54,Chitaga,54174
Norte de Santander,54,Convencion,54206
Norte de Santander,54,Cucutilla,54223
Norte de Santander,54,Durania,54239
Norte de Santander,54,El Carmen,54245
Norte de Santander,54,El Tarra,54250
Norte de Santander,54,El Zulia,54261
Norte de Santander,54,Gramalote,54313
Norte de Santander,54,Hacari,54344
Norte de Santander,54,Herran,54347
Norte de Santander,54,Labateca,54377
Norte de Santander,54,La Esperanza,54385
Norte de Santander,54,La Playa,54398
Norte de Santander,54,Los Patios,54405
Norte de Santander,54,Mutiscua,54480
Norte de Santander,54,Ocana,54498
Norte de Santander,54,Pamplona,54518
Norte de Santander,54,Pamplonita,54520
Norte de Santander,54,Puerto Santander,54553
Norte de Santander,54,Ragonvalia,54599
Norte de Santander,54,Salazar,54660
Norte de Santander,54,San Calixto,54670
Norte de Santander,54,San Cayetano,54673
Norte de Santander,54,Santiago,54680
Norte de Santander,54,Sardinata,54720
Norte de Santander,54,Silos,54743
Norte de Santander,54,Teorama,54800
Norte de Santander,54,Tibu,54810
Norte de Santander,54,Toledo,54820
Norte de Santander,54,Villa Caro,54871
